audio,score,annotations,estimated_bpm
chorale/audio/Vulpius_ChristusDerIstMeinLeben_02_eh.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-02.musicxml,chorale/annotations/165.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_02_fh.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-02.musicxml,chorale/annotations/166.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_02_tp.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-02.musicxml,chorale/annotations/167.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_03_bar.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-03.musicxml,chorale/annotations/168.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_03_bs.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-03.musicxml,chorale/annotations/169.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_04_bar.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-04.musicxml,chorale/annotations/170.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_04_bcl.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-04.musicxml,chorale/annotations/171.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_04_bs.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-04.musicxml,chorale/annotations/172.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_04_tb.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-04.musicxml,chorale/annotations/173.tsv,72
chorale/audio/Vulpius_ChristusDerIstMeinLeben_04_tba.mp3,chorale/score/Vulpius_ChristusDerIstMeinLeben-04.musicxml,chorale/annotations/174.tsv,72
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_01_as.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-01.musicxml,chorale/annotations/175.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_01_cl.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-01.musicxml,chorale/annotations/176.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_01_fh.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-01.musicxml,chorale/annotations/177.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_01_fl.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-01.musicxml,chorale/annotations/178.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_01_ob.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-01.musicxml,chorale/annotations/179.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_01_tp.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-01.musicxml,chorale/annotations/180.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_02_as.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-02.musicxml,chorale/annotations/181.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_02_cl.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-02.musicxml,chorale/annotations/182.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_02_eh.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-02.musicxml,chorale/annotations/183.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_02_fh.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-02.musicxml,chorale/annotations/184.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_02_tp.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-02.musicxml,chorale/annotations/185.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_03_bar.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-03.musicxml,chorale/annotations/186.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_03_bs.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-03.musicxml,chorale/annotations/187.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_04_bar.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-04.musicxml,chorale/annotations/188.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_04_bcl.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-04.musicxml,chorale/annotations/189.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_04_bs.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-04.musicxml,chorale/annotations/190.tsv,186
chorale/audio/Vulpius_DieHelleSonnLeuchtJetztHerfuer_04_tba.mp3,chorale/score/Vulpius_DieHelleSonnLeuchtJetztHerfuer-04.musicxml,chorale/annotations/191.tsv,186
